CYP1B1,-65.99119429,7.844057768,7.633818186,4.164866174,2306.688951,141.8276454,1028.386098
AHRR,-64.90187741,100.1828664,66.83524079,141.9149091,6658.536818,6637.561388,10556.60241
PRG2,-63.88226259,518.9769903,356.3165365,115.8542722,6452.287091,45589.2986,6614.723677
ME1,-59.89232037,10.133945,21.17563005,9.01305795,2435.436418,222.0445272,2412.325311
TFPI2,-58.71339933,78.88062898,277.5762361,68.01169161,7795.738021,6520.52906,5218.972376
MMP9,-57.68289717,223.3464121,161.3753436,150.764257,40732.47489,2404.883562,17265.77239
CXCL10,-56.11360154,627.6390922,255.796871,556.7410995,53155.45871,9862.086912,54004.26807
CYBB,-55.90022501,59.14633437,130.5123159,39.08706271,6315.103985,2085.47787,1238.711981
205890_s_at,-55.77385298,35.18826789,13.28486988,11.23798321,4913.755868,193.4352794,8916.05345
TFPI2,-54.51417698,16.60148448,22.53083466,16.14085973,544.0637597,1449.646945,411.7280195
237753_at,-52.86044532,478.5199606,428.5003397,380.8410671,62663.93503,7404.578791,27732.62114
PHLDA1,-51.34208832,21.37893535,42.30025252,17.19697995,355.0765369,3772.360974,767.2615516
217998_at,-48.41355382,8.752698643,47.75379475,11.05726438,514.5367959,1390.023941,726.344514
PSAT1,-47.21206215,29.4771426,29.4771426,10.36276219,642.5850572,1720.650603,1271.109372
IL1RL1,-45.85855072,51.85113517,77.11323637,28.35083317,3816.911823,1310.172637,5450.783962
THBS1,-43.96781728,21.29407019,13.4778633,10.66085884,262.1513735,1493.793835,295.5898722
IRAK2,-43.73886657,184.3116188,592.1299428,483.0611682,48083.6019,5410.923667,33851.63981
EMP1,-41.8140765,300.1178367,185.2653464,129.4416213,9691.480998,6214.660193,18084.69636
FERMT2,-40.56156366,22.59063767,33.43274843,9.768280209,382.647563,964.9785141,473.4953545
VEGFA,-40.32512015,32.7130975,46.12375956,229.3761512,5681.794872,1216.571157,3990.083587
CD9,-38.98037894,43.36780933,47.32600101,25.63792405,656.4248131,3262.434915,534.7863552
KYNU,-37.75780656,19.58233042,20.87194452,27.76066909,3033.912574,208.1385948,3750.711751
NID1,-37.00800613,47.27564943,36.84118535,30.94375438,1634.375018,1665.762827,1118.126627
CYBB,-36.61934802,68.07311064,61.57189457,36.68917752,2861.050638,1160.090436,856.023246
EBI3,-36.58754279,371.048861,177.4611076,146.842527,31160.45031,1993.583365,24238.8206
COL6A1,-36.49507629,193.7245912,103.3251779,337.3242936,12433.15118,4084.392991,13950.01118
WT1,-36.07584839,152.6239706,35.25047779,47.30117238,2192.427976,2446.718184,2311.929069
SLC41A2,-35.90847993,40.78704458,53.51775691,12.43989161,3838.241822,338.5668693,4401.738767
C3,-34.99181046,205.5570589,106.0337028,71.55281741,17794.85708,827.9886875,8816.886472
ICAM1,-34.93727042,160.0659477,223.0450779,349.953601,22726.99075,2851.994171,14717.32611
ME1,-34.85116848,4.119376587,10.57165967,3.721628852,997.1505139,43.7854606,739.5493421
PHLDA1,-34.79086475,6.153604905,6.321647786,7.617671418,63.71005698,902.79071,198.4936917
238950_at,-34.4418864,15.56165646,11.28676725,8.933879507,2095.636948,86.17159503,1314.852636
FCGR2A,-34.42651097,252.182861,242.5935337,43.75544004,15692.76994,1576.696405,7346.168743
IL1RL1,-33.68950458,102.028107,142.6863066,181.9104869,8195.816183,2692.091958,8101.224538
SLC41A2,-32.95497598,20.42720713,23.16673999,10.31757598,1661.629784,181.3778385,1513.058304
FMNL3,-32.5105742,78.57580042,107.2048204,134.4260434,8670.191156,1531.645327,5013.920486
226034_at,-32.34393124,265.2330899,365.9237691,567.095081,23063.00477,6071.033538,10150.26955
VCAN,-32.13175666,10.62149607,5.931796987,5.757920122,1042.730104,58.2707339,1357.93919
TUBAL3,-31.38708835,14.90644157,17.57791231,11.51624748,600.2095153,456.1642669,1527.082549
ELL2,-28.6255074,36.50695711,88.40914902,46.04531383,2871.56201,856.4615305,3339.873861
225227_at,-28.28311981,492.7093194,383.7602218,475.0142989,25018.67861,6897.673464,16500.48672
227140_at,-27.83694468,22.37495277,27.64078688,17.54185816,2858.38138,121.0279089,4937.759262
NRIP3,-27.47038579,461.6831712,530.3210124,501.3265188,31110.34805,5883.892048,36229.28939
TRAF1,-26.92350979,355.2814501,533.5191049,534.7851114,51966.71926,2855.371534,26176.90843
NRIP3,-26.91152567,25.21828078,106.6837166,56.06621147,2769.731857,752.3214779,4587.63716
BHLHE40,-26.70656368,415.1382702,616.6930818,309.1169038,31353.99814,4015.692193,24818.3192
BIRC3,-26.70544285,139.7202208,409.7068762,228.8560773,18947.73293,1823.06246,14505.29985
DEPDC7,-26.62363815,52.97272633,100.5668494,69.33033795,6310.501172,557.7540178,161.7468606
IL1RL1,-25.63235794,847.0537284,418.0048571,266.6047957,22527.47726,6025.45983,35440.49179
216500_at,-25.4940095,360.4837992,423.7223352,229.3857002,5456.99336,13600.65737,3932.330112
KYNU,-25.31545787,89.14640296,22.46355378,36.2336531,4199.467155,243.3426701,5472.297557
ISG20,-25.21238687,389.8022068,498.9061777,802.6951677,27690.48234,6534.289868,15940.59742
BCL2A1,-25.09797049,582.9181928,664.3894234,329.5818454,34029.30299,5251.924469,20293.72102
FERMT2,-25.07507793,18.55168015,18.35399526,11.39307884,186.1060513,864.7812035,190.9330018
TM4SF1,-25.03105227,277.8639479,99.31035019,48.46228943,4292.017188,1928.456786,7056.732279
ELL2,-23.81193895,225.1020406,269.9099663,330.903376,11132.32334,4012.880253,15337.09297
CRLF2,-23.62198038,612.2085934,610.3306559,1437.945644,33483.87208,10787.10298,18829.57194
PHLDA2,-23.38852549,81.15243646,11.1376312,22.7901812,540.9829914,801.8145865,1645.583457
FLT1,-23.0842704,166.1170769,149.4075697,333.1529253,8058.514789,2979.250107,4073.927143
EHD4,-23.04716487,368.2816989,125.8661569,150.6881709,9478.145637,1989.088439,4158.097635
C17orf91,-22.947186,62.11749808,23.5049015,95.52934127,2705.508918,570.1796054,5914.527838
IL1RL1,-22.78163039,34.68333902,45.50487108,26.17816641,1419.315391,539.2850432,818.781583
TM4SF1,-22.41675906,77.87435796,69.73185615,41.62542529,1835.210475,1029.303419,3063.891635
ICAM1,-21.79918456,799.6613145,1757.358883,1646.184027,72217.79595,10997.1744,57773.9526
NPTX1,-21.79407167,75.28354335,103.0926928,69.90843288,5041.752213,728.066417,5753.847012
IL18R1,-21.74242751,707.3185711,767.0074234,477.9082322,25845.83232,7259.584727,19056.47763
ELL2,-21.28395979,49.60008829,21.96233827,44.03561752,1276.692629,453.0041161,700.5383405
SLC41A2,-21.20952917,155.6327824,72.6139826,21.28828559,4082.259432,348.4401462,5489.731495
CSRP2,-21.15108928,60.14500748,91.77942782,230.4065825,3222.240222,1611.799099,2866.54031
TM4SF1,-21.04178214,1337.236615,711.3780464,380.9878796,25555.56847,8754.742616,52596.40418
HPSE,-20.69131113,31.46271408,173.1266341,120.8191003,1234.961136,3012.612033,666.016742
VDR,-20.61519425,155.3208166,181.4728227,65.1028883,4356.763662,1451.961651,5811.449402
SDC4,-20.43273844,736.2081542,329.3328953,476.7652082,21411.14831,4502.355839,12105.45718
ISG20,-20.42771671,523.9420993,589.7488538,563.36653,23224.7965,5245.370162,14556.40922
GPR68,-20.18821879,216.8645061,183.3921664,181.9988579,7860.06642,1768.162783,6982.406307
FAM18A,-19.94453209,116.3260807,52.0158289,66.49434688,6568.286732,406.3383435,2459.461538
PHLDA1,-19.62970528,21.57320057,26.51223977,22.01099493,292.8827763,643.485895,85.2060955
TNF,-19.60248384,51.28801223,86.799498,75.68838902,2608.125982,575.9439495,1233.941026
FMNL3,-19.49613497,442.8463896,333.3080169,600.3893385,16920.05067,4179.820405,14135.78759
IL18RAP,-19.48039369,65.47267813,50.2568262,103.5180221,2836.245469,680.0563952,1045.028841
IL11,-18.69331712,52.80437638,38.0317714,22.79477824,2292.987162,184.090751,973.5386235
IL1RN,-18.69242587,28.80737949,45.19708663,11.87337384,797.5587495,223.6823542,487.9729978
FLT1,-18.65797979,22.84076947,96.32133771,106.3560484,2533.938887,557.5303569,1428.950213
PMP22,-18.57932503,20.51672315,30.80892937,22.42786536,178.4122603,1003.942907,321.1551174
230499_at,-17.94432672,235.7760776,176.9105106,171.4834307,10099.38769,1201.381886,4405.222377
230640_at,-17.87112539,230.333712,327.8713975,335.378676,9169.345104,2598.64512,7930.35899
PSAT1,-17.8343773,71.5618599,58.645166,62.04923403,897.6810073,1346.234581,2212.955934
CTSH,-17.82143892,732.4709282,793.6195219,1672.063447,32735.26159,10289.27538,32590.4552
PLA2G4C,-17.66852328,39.75047446,40.1888867,141.9149091,1514.424593,816.9821987,866.2847208
227458_at,-17.6602702,35.41162676,43.65591766,12.38028132,410.6918455,564.47317,169.395744
TMCC3,-17.64342461,12.67202697,13.97997684,5.091404323,133.3282371,253.2775029,783.5777157
NETO2,-17.53939958,42.74657022,41.02546485,16.07020536,484.9761393,544.8575138,833.7642564
240013_at,-17.34113618,22.53241209,44.80897742,27.90884539,933.9498758,313.6160915,780.826908
RDH10,-17.23159312,31.22145518,57.6308965,46.51327321,689.1939731,771.7107639,1332.750464
SKIL,-17.08151681,368.4931309,465.2436502,464.1218018,12080.30792,4502.573068,15917.14064
IL1A,-16.91444274,49.0730868,46.98751156,27.49863971,3088.471844,121.3442175,556.8664841
IL21R,-16.76220615,107.2684364,111.1921205,216.2542708,4768.567965,990.8662742,6959.831593
SKIL,-16.75594965,1967.613347,2299.996984,906.9884455,46542.33555,15969.73844,48956.93131
CTSL1,-16.73717286,366.9374656,342.7284073,139.4962102,1349.66996,13658.26592,1615.968368
HPSE,-16.73499655,36.92009553,55.55763139,38.27190712,600.1654106,793.4222851,99.90190636
SPSB1,-16.7326986,19.63209115,19.41934081,16.1169432,685.9852435,118.888075,411.6276536
RGL1,-16.72450281,267.6989851,655.4884699,499.8386095,16913.5653,3545.855606,3727.599539
ICAM1,-16.7206939,370.6258559,537.9318567,518.7931576,25729.02742,2049.315349,17734.57129
EBF1,-16.59937871,20.6724062,20.9848662,39.12270298,1210.970624,163.6429014,1247.204498
FHDC1,-16.57751995,70.74275504,61.32703777,20.1526529,2083.489129,248.7366467,838.3820988
NFKB2,-16.54503896,606.390407,653.0925862,451.3213911,28134.04644,3243.66768,16490.79168
TUBB2A,-16.34942275,365.3231449,1649.127592,443.590542,17112.78226,4937.51183,11484.76809
ARL4C,-16.2434138,17.02730468,25.92796675,70.39148077,243.6804698,1091.340767,1703.148837
IL21R,-16.15258334,34.10725547,54.93038852,42.72480005,2546.767778,214.4341499,1422.003929
207881_at,-15.95949213,13.45983864,26.77571775,23.32847624,413.5195187,229.4694455,272.9310644
SPHK1,-15.91221352,93.6911614,111.6046121,81.7907287,3258.429869,684.0979767,3307.591501
REG4,-15.77668395,47.23081488,31.52844862,24.89373537,422.7106248,668.1080158,914.7455381
DUSP4,-15.60070778,308.141144,108.2944535,213.7723959,8797.372251,1074.384857,1746.734101
CCND1,-15.5113944,44.95640573,22.35204823,85.2060955,406.8458,758.6327374,411.6604197
DUSP5,-15.30371566,45.56650918,71.78739995,29.85145677,401.0567216,1022.014575,361.743018
TM4SF18,-15.28611916,8.659394458,15.23007979,8.856248621,229.2012745,116.8482021,437.4282996
ITGB3,-15.20525914,241.2032005,697.4479964,108.1117586,1534.008698,9990.621658,1641.227773
ARL4C,-14.957427,46.4211059,89.96253607,92.98640897,371.5023503,2720.599488,2629.452603
VCAM1,-14.94256503,16.70070048,14.45823171,10.77997606,718.0948587,50.86995324,343.0669655
TM6SF1,-14.86821327,296.8454086,309.8121475,378.1662581,6275.20442,3643.700256,3374.018651
SGK1,-14.83964683,272.1123491,1088.046196,851.7149768,11758.52281,7364.539963,7385.185897
SHROOM2,-14.76378091,8.213877731,8.950213659,9.609960142,513.4646402,48.74688702,144.2942264
UPP1,-14.5784328,450.886514,208.308443,83.76856987,7502.738265,967.5238656,8201.321598
DPP4,-14.56754068,76.43148598,61.20656557,27.29587945,1983.000449,255.2961897,2503.960664
MLLT4,-14.51785278,1104.053304,296.4199516,302.3667971,7249.973006,5979.993949,8588.578286
MYO10,-14.45308596,40.44862419,136.4933286,57.43599795,785.885067,1271.984517,1136.815217
STX11,-14.38470666,39.69358343,41.94050133,26.03681334,877.2888887,286.6864454,1142.916093
IL13RA1,-14.24483798,6.237400846,24.68011185,18.25624038,317.7844696,137.0324122,606.4157869
IFI44L,-13.93693849,58.22886712,68.24889261,28.46211266,148.2317916,2506.615101,926.1756509
LGALS1,-13.90207934,7578.132345,4848.517372,2258.756988,86396.16148,42463.80393,56266.22512
OPTN,-13.89700885,142.0104965,193.176281,151.5572939,2883.479023,1782.827317,5992.244416
VEGFA,-13.71382747,304.6142322,188.5446838,539.2716993,10331.3186,1936.53709,6419.712725
SLC7A5,-13.70283949,598.1998682,400.4167254,687.106578,7629.149791,6937.021963,4994.836658
STXBP5,-13.59764424,235.6205003,362.6263703,328.9376646,5323.71897,3230.843477,3576.562315
S1PR1,-13.59450443,82.59757152,103.0926928,117.0230675,435.1492738,5374.525448,1214.86122
S100A8,-13.57856854,27.78282124,11.81570914,12.43989161,70.10030992,578.2537462,158.3303079
GPR84,-13.29810985,38.9739254,83.24643458,19.06071619,1172.782979,270.2753981,206.9150563
PHLDA1,-13.25056307,30.68662898,31.74763513,12.94910125,136.9606309,694.6660738,136.4479504
SLC7A11,-13.24206377,34.62885447,30.69303161,25.70769149,531.4050352,330.9832371,1442.309691
TRAF1,-13.15670501,63.67213981,20.49696597,62.51634222,2081.880489,123.99945,1280.274677
TM4SF18,-13.12808177,12.11751202,9.517974872,6.340097375,156.9928729,86.06065959,166.5087468
THBS1,-13.07727901,89.38892725,74.17541759,49.93402479,336.5050066,2488.103586,496.834964
DLEU2,-13.04393764,33.2583186,53.46589401,115.4089931,769.9634339,748.107383,610.062021
NID1,-13.01958895,105.4367506,96.40683539,63.78748855,747.6482099,1624.60523,1402.150247
209813_x_at,-12.95805886,23.46532978,34.43249313,31.30661335,296.4199516,680.9347084,247.7739698
SOX7,-12.71540054,13.87653752,19.11653207,14.30782109,74.45581076,567.7752172,68.81517059
UMODL1,-12.66415234,17.02730468,18.40551754,74.06712337,625.2983529,233.5466995,318.6417025
CREM,-12.49198418,24.58520606,48.66925922,38.36952627,579.683573,295.8543887,670.250519
MACC1,-12.43520885,187.3189077,124.4167096,170.6766243,4478.41268,835.4425685,3511.209133
1559131_a_at,-12.36951013,50.02840969,21.17976543,82.12457992,559.715399,329.5177072,270.8263471
CA2,-12.34487477,19.3762227,35.01675976,29.446409,430.513061,251.4301332,168.450204
BNC2,-12.29402531,6.674735407,9.125291343,11.50279521,209.078254,68.41374716,52.01721178
215806_x_at,-12.28028073,22.38721638,75.10668811,30.33382643,242.7035058,892.3835937,418.4053079
LAMC2,-12.16025435,34.64999135,50.88188998,30.20576595,728.6022582,326.7535304,305.6245127
242769_at,-12.15723246,11.53581765,13.56579845,12.43989161,275.9589757,85.71272252,41.3928821
ALOX5AP,-12.15260014,66.05438193,278.8684883,171.7023256,4075.523608,738.0069723,2903.409656
CCL5,-12.12114432,11.7717661,9.817970689,16.42536139,441.8148466,50.29541811,74.53220706
BVES,-12.02277325,8.554432847,8.960076918,18.24970955,136.7086014,111.0793392,18.76967901
243904_at,-11.99784095,43.93782988,30.33220983,41.37111787,510.8468922,357.2973298,239.8246629
GPX3,-11.96371661,307.4180072,139.705634,274.436281,7838.587832,914.2708773,2099.369086
ANPEP,-11.83702705,375.1284901,575.2730278,776.9439284,8623.122073,4905.165549,20624.0838
NRP2,-11.8282758,108.4155373,141.5714281,229.4660582,1811.021748,1024.561531,2122.082298
SLC7A11,-11.8101614,14.90723663,9.835204575,7.520152327,105.1159993,157.4430047,605.4552226
TGFB2,-11.76898826,21.08698773,39.29061638,11.49005254,794.7451605,83.48229575,495.5709521
CD3D,-11.74909788,121.7934837,159.4583463,121.7062304,1672.489407,1393.456173,1357.93919
HIVEP3,-11.65313879,51.56996815,58.8952222,86.92641675,1165.533375,621.5171827,427.7463001
244854_at,-11.65260245,78.63990566,60.65912232,44.95658635,1556.37837,256.8541942,391.4011737
TMEM49,-11.58027115,2478.539331,10749.36743,9561.480195,74172.99363,67415.5505,101085.0739
ARHGAP31,-11.46735061,96.8775803,95.90248955,27.98145273,1738.871972,321.2616728,1058.865857
211144_x_at,-11.40891411,34.90361822,68.90491801,26.41942315,264.9805078,800.9397328,263.5671901
216920_s_at,-11.40268674,32.91702427,68.01169161,31.84123834,223.3648898,885.6121395,247.178433
227278_at,-11.19588213,939.6649508,837.5220196,738.83687,16814.75681,4850.320954,6259.290593
IL32,-11.12921078,101.47688,132.9952221,103.0926928,2088.064394,626.6285758,2381.684038
CHN2,-11.12637128,136.8480883,124.2691318,65.36855646,1215.642939,925.1018,1486.163092
DLC1,-11.12522105,346.6744702,789.1270415,844.200559,7615.409467,6013.625606,5198.829806
GJC1,-11.12348834,58.74924743,94.46303706,133.4810464,2442.220063,464.0546414,239.5226755
EBF1,-11.09738085,38.26070014,20.46174014,25.37771998,742.0340846,148.7545796,771.4598489
FMNL3,-10.98719013,2804.762147,3058.631955,3296.248381,60022.25728,18690.73601,51216.61288
VCAN,-10.9362658,35.67790981,17.4809713,17.36849038,435.844963,121.1868234,688.6700916
C12orf5,-10.85806853,51.85113517,112.6753025,89.94845688,870.1975505,902.5702079,957.5936906
ANXA3,-10.83790072,39.7377783,185.0460792,54.31131495,1187.413416,651.2339588,1251.93502
SMAD7,-10.74189983,19.98898198,29.5928698,89.65617703,773.1367305,199.0295382,771.0458052
RASGRP3,-10.6385329,2907.396601,1428.105917,1814.088566,32698.62638,13573.63529,26211.95274
HSPA2,-10.63195023,426.666663,82.89726299,169.7392664,3653.174446,951.616163,5293.130597
SLC2A3,-10.51885376,819.8180988,1029.570995,814.3192051,14072.36056,6209.291535,7509.563076
CLEC7A,-10.45752057,145.0894414,46.36765404,28.96313021,903.7612091,396.4447246,366.2839549
SLC2A3,-10.43212195,263.5906931,474.5091188,560.2160975,5642.446083,3246.443864,3270.284601
SLC22A4,-10.37110046,38.05521083,28.23642467,19.88296028,512.7356901,149.1842931,216.7708991
IFI30,-10.31929024,414.8945556,321.5557851,387.9114132,5702.849851,2178.887798,3835.027104
ANXA2P2,-10.29932995,1176.753637,1050.85346,393.2601416,7308.015323,8210.47869,10750.63521
S100A2,-10.22063475,204.4185099,120.9046981,50.53178229,2530.57483,517.4486994,1534.615202
HMOX1,-10.10396745,55.20023989,63.07209054,32.56009019,560.0048345,398.6813958,95.09058911
IL2RG,-10.03664714,3819.076043,4994.106032,4688.172423,54645.11933,37765.61607,56412.19782
VCAN,-9.985904717,23.13825114,13.04604077,14.04774402,327.349312,79.6052303,505.1925645
NR4A3,-9.950465202,49.56584882,30.85133904,48.9408269,781.5016724,318.4674382,1400.820886
DHRS9,-9.886617888,79.38788572,124.3532693,37.53145728,473.5776947,1354.397385,1683.8109
ELL2,-9.708043459,728.8896014,377.5124694,426.0740892,8331.711463,2466.286616,12174.25453
EMP1,-9.68757364,127.5560986,347.5115622,89.95454389,1759.340928,1520.403737,3918.290811
ARHGAP31,-9.612772484,806.8781995,385.3017274,859.6183486,11865.32146,2675.649422,8828.336855
TP63,-9.551432836,30.79636187,18.13440692,14.64168309,282.5026698,113.9052408,111.4357162
EPAS1,-9.523004431,13.64508574,19.08714062,9.533328476,133.598043,139.185602,176.0261073
PCSK6,-9.42134754,67.04782746,107.4061716,75.05292181,330.8031245,1443.459793,448.3155524
COL6A1,-9.219524861,84.89342434,83.42052355,54.53915931,1418.409915,319.0735548,1615.179595
222088_s_at,-9.206509838,1056.468872,2173.870882,2114.518618,19478.06444,12123.26244,12747.51954
MACC1,-9.165225849,1228.679813,1119.639352,1545.843707,20115.9464,7022.927424,12978.73906
GNG4,-9.148128347,8.532522434,16.24527645,16.1910805,172.5423603,79.18027757,151.9057899
FEZ1,-9.126924042,31.19293685,40.29331538,18.33303454,417.5912337,170.4056418,305.4242686
DDIT4,-9.059334326,3987.204966,8796.189673,14730.63365,117864.2598,47188.93383,138164.146
KCNK5,-9.039657272,43.8772131,130.5123159,22.46588473,322.8176907,601.744285,445.0200448
LRRC69,-9.014720654,63.40268645,10.71925049,78.66866806,397.506627,253.6508722,89.068365
FXYD2,-8.943724858,363.7628718,184.9382561,139.2937531,3456.720407,830.8978838,1469.70358
NRP1,-8.923145073,10.49036804,9.782596415,7.179488373,42.63615103,148.9739665,179.2275586
222303_at,-8.91550412,105.6910981,195.6252045,637.0469602,1829.751766,2362.621703,1972.705505
242150_at,-8.909274081,28.99011231,21.96258777,14.28425239,489.6211544,106.3881237,46.78720933
211005_at,-8.880956789,730.3396607,984.5769543,1639.423632,7401.331865,12789.51951,13327.3639
NRP2,-8.839498414,228.2906871,423.4457671,320.7612757,3208.147328,1989.707224,1673.965964
231005_at,-8.747561235,41.5645409,41.82081307,94.0875945,703.2411005,313.2205007,123.1997265
235380_at,-8.740346826,16.66161966,17.11661582,8.02585794,305.5484031,49.5213396,455.1469073
GBP2,-8.73913285,1315.799047,1804.754684,733.5319104,14153.43112,7882.382329,9650.480054
230850_at,-8.729194283,140.2223233,99.65041284,57.68868319,1681.357643,374.1273039,752.6455227
LIMS3,-8.692574671,46.79374504,32.36817171,60.68690189,1157.435149,111.1019675,227.4315057
CHAC2,-8.633669221,103.0610815,84.26787645,85.31563881,651.8563383,733.4225833,348.6513337
ANKDD1A,-8.613456716,73.24381891,41.95308376,109.5102592,883.4481125,351.6608721,331.5627685
BMP6,-8.609667013,213.2308645,176.2629477,179.4079704,1943.767078,1132.099734,1002.764025
IQGAP1,-8.58734745,1752.978722,2795.011319,1324.643835,15593.6645,16078.34784,12181.97003
1562275_at,-8.564434558,14.08259422,8.044017109,6.439478339,56.65378427,112.1377657,6.79898005
237321_at,-8.538572193,103.5200268,91.59427302,41.44895637,829.0129843,430.9763564,2380.702543
NRP2,-8.533408318,523.2053664,324.896931,265.8155515,4055.654224,2350.190397,3448.865184
MACC1,-8.437952815,847.0537284,953.1550547,1102.209703,12628.10216,5484.882447,10149.28157
CLDND1,-8.410348807,25.68645887,16.6514723,18.43904861,121.5333454,252.2778509,244.4004502
ERRFI1,-8.333502362,30.20446901,49.22594642,26.21034707,152.7932831,515.6470014,881.8997652
IQGAP1,-8.325728074,1373.014177,1845.124888,948.0035825,11889.27373,11055.48367,11925.08107
242713_at,-8.286779045,33.20385207,46.12685096,59.78363262,311.0663803,434.3428375,363.9847733
CAMTA1,-8.251317734,15.55783607,26.89795503,20.79738703,152.722999,162.0666616,125.1892643
CAPN2,-8.197044695,3146.511668,2682.343608,1964.728265,27748.82848,14442.94004,15927.09476
C15orf39,-8.172374802,133.1096547,150.7971506,502.8494198,1438.9498,2094.79556,1715.396302
SLC5A3,-8.15610904,248.3101159,237.9389848,403.8032037,3953.105582,1365.85395,1964.811312
WWC3,-8.154557157,1601.63139,855.33605,1351.911261,13502.08983,7036.53006,4532.421381
IQGAP1,-8.127837366,7065.025857,5761.337312,4028.74245,52604.5682,37080.42346,32462.83861
DHRS9,-8.090204328,112.3283107,67.0996803,75.34550861,370.6615859,1122.111233,1116.117831
RNF19B,-8.056393429,922.9709096,887.3084087,1160.468473,17382.33968,3467.072071,13596.83404
OBFC2A,-8.054162784,211.2061359,121.6940205,394.6451509,2220.356532,1282.27114,2067.873128
RDH10,-8.034175886,98.97735243,74.47224538,103.0926928,628.4829725,839.0236689,1474.728418
MACC1,-7.987529804,242.2719994,755.9507951,541.3368938,7262.942154,1755.714111,4897.941562
FAM40B,-7.975002627,10.9201563,7.437795362,6.143400481,114.0189397,40.92082001,423.3076484
224795_x_at,-7.968814685,177.0065363,568.3184807,675.2372556,4608.411453,2257.730669,4798.98826
WT1,-7.953180506,86.87420402,163.277085,42.72480005,619.3917571,756.3189193,2661.577121
TNFSF11,-7.904184067,19.05055157,20.241662,51.4288429,146.4503795,392.6615608,738.5657346
LGMN,-7.808543201,67.85407655,68.08021498,61.43247513,689.3718383,393.2879183,921.6717944
DLC1,-7.781391088,262.8737863,337.9648027,189.7332563,2474.818912,1937.9995,2229.113962
MTSS1,-7.773379076,6691.693351,3540.153314,3585.511407,51724.64273,21545.18602,33361.39641
FLNA,-7.764456861,131.8510722,256.7088574,214.4303646,1627.578661,1349.567152,2398.497713
CLEC7A,-7.719884459,108.2530359,203.7725393,344.8142863,1717.384533,1482.179706,1711.483429
ZBTB1,-7.690742795,23.03976242,27.90004665,24.21131447,177.9339046,214.062099,178.0996403
VASH1,-7.680927832,1196.037416,965.123526,1924.775416,14425.63577,6878.506554,15506.79078
ETS2,-7.680801941,1013.430177,1253.210519,2040.483102,10919.87117,10418.48927,16735.28968
HDGFRP3,-7.678951624,265.2330899,268.3149554,222.4535597,2581.979209,1366.264863,2232.741791
224917_at,-7.665531431,136.9779531,400.6657492,363.0041076,2166.802334,2150.970516,6848.893584
PRR5L,-7.604820189,14.70011586,12.57962949,32.23184594,161.2128694,114.4257566,41.32051882
GBP5,-7.580886972,938.3922806,839.4975418,739.9313751,9988.828379,4155.252245,8235.176728
232757_at,-7.568134648,53.74021114,70.85130818,108.3408183,683.0978166,396.8253306,348.417174
FAM129A,-7.532248782,658.3574991,819.5973259,2140.359349,11456.84292,5427.489712,6788.175601
RPS6KA2,-7.481526339,276.142345,121.2629808,235.593091,2089.901477,1085.171044,2210.223774
